timestamp,image_name,swift_latitude,swift_longitude,swift_heading,zed_x,zed_y,zed_yaw,gps_latitude,gps_longitude,gps_track
8:52:55,08_52_55.jpg,35.77068731,-78.67433797,28.40241032,48.12150922,-48.89812276,0.3901514241,35.77069467,-78.6743965,22.15999985
8:52:57,08_52_57.jpg,35.77071364,-78.67432166,31.5280824,45.59252178,-47.03787013,-1.643278405,35.7707185,-78.67438917,nan
8:52:59,08_52_59.jpg,35.7707325,-78.67430624,28.37971468,43.54617324,-45.41814976,-1.025200574,35.77074083,-78.674381,19.77000046
8:53:02,08_53_02.jpg,35.77075202,-78.67429216,31.71749344,41.46747067,-43.57088704,-1.935998736,35.77075617,-78.67434233,nan
8:53:04,08_53_04.jpg,35.77077795,-78.67427273,31.36770255,39.01348701,-41.53046852,-2.703048702,35.7707785,-78.67431583,34.41999817
8:53:06,08_53_06.jpg,35.77080264,-78.67425029,24.53125454,36.53642442,-39.26441353,-1.648606815,35.77079317,-78.67429833,nan
8:53:08,08_53_08.jpg,35.77082803,-78.67422921,33.96275823,33.80796629,-37.17261822,-4.030880427,35.77081033,-78.67427833,nan
8:53:10,08_53_10.jpg,35.7708559,-78.6742085,36.17173535,31.0240193,-34.85887632,-0.1030750985,35.77083733,-78.67424833,35.47000122
8:53:12,08_53_12.jpg,35.77087766,-78.67418897,47.83314532,28.91760803,-32.76218498,0.02939514098,35.770857,-78.67422933,33.88000107
8:53:14,08_53_14.jpg,35.77090178,-78.67416775,30.06654622,26.62319098,-30.53804445,-0.48922895,35.77087483,-78.67421517,34.81999969
8:53:16,08_53_16.jpg,35.77091842,-78.67415374,32.18655094,24.72739179,-28.95966573,-0.4019640953,35.77089217,-78.67420483,31.57999992
8:53:18,08_53_18.jpg,35.77093899,-78.67414202,31.64715559,22.63252084,-27.46324651,-1.387626525,35.77091217,-78.674192,nan
