frame                                    | matched    | sgil_err_m | gps_err_m  | gps_pose                         | rtk_pose                         | current_pose                     | estimated_pose
-----------------------------------------+------------+------------+------------+----------------------------------+----------------------------------+----------------------------------+---------------------------------
images/image_00000140.png                | False      |       0.00 |       1.74 | (x=134.05, y=-129.73, yaw=82.83°) | (x=132.31, y=-129.61, yaw=82.83°) | (x=132.31, y=-129.61, yaw=82.83°) | (x=132.31, y=-129.61, yaw=82.83°)
images/image_00000152.png                | True       |       1.95 |       1.55 | (x=134.27, y=-125.29, yaw=84.57°) | (x=132.73, y=-125.47, yaw=84.57°) | (x=132.54, y=-125.17, yaw=84.57°) | (x=134.68, y=-125.50, yaw=88.57°)
images/image_00000167.png                | True       |       2.91 |       1.31 | (x=134.48, y=-120.33, yaw=85.15°) | (x=133.26, y=-119.84, yaw=85.15°) | (x=134.89, y=-120.53, yaw=85.15°) | (x=135.12, y=-122.08, yaw=87.15°)
images/image_00000182.png                | True       |       3.01 |       1.29 | (x=134.67, y=-115.06, yaw=85.76°) | (x=133.80, y=-114.11, yaw=85.76°) | (x=135.31, y=-116.81, yaw=85.76°) | (x=136.58, y=-115.26, yaw=89.76°)
images/image_00000198.png                | True       |       2.93 |       1.69 | (x=135.13, y=-109.57, yaw=86.13°) | (x=134.25, y=-108.13, yaw=86.13°) | (x=137.04, y=-109.77, yaw=86.13°) | (x=137.18, y=-108.04, yaw=91.13°)
images/image_00000212.png                | True       |       3.15 |       1.42 | (x=135.54, y=-104.10, yaw=86.41°) | (x=134.64, y=-103.01, yaw=86.41°) | (x=137.59, y=-102.57, yaw=86.41°) | (x=135.43, y=-99.96, yaw=85.41°)
images/image_00000228.png                | True       |       3.86 |       2.02 | (x=135.52, y=-99.00, yaw=86.77°) | (x=134.98, y=-97.05, yaw=86.77°) | (x=135.42, y=-94.86, yaw=86.77°) | (x=135.50, y=-93.22, yaw=91.77°)
images/image_00000243.png                | True       |       1.93 |       2.46 | (x=135.57, y=-93.85, yaw=87.11°) | (x=135.28, y=-91.41, yaw=87.11°) | (x=135.56, y=-88.07, yaw=87.11°) | (x=135.34, y=-93.34, yaw=86.11°)
images/image_00000258.png                | True       |       1.17 |       2.68 | (x=136.31, y=-88.37, yaw=87.27°) | (x=135.60, y=-85.79, yaw=87.27°) | (x=136.08, y=-87.87, yaw=87.27°) | (x=135.83, y=-86.94, yaw=86.27°)
images/image_00000273.png                | True       |       1.09 |       2.59 | (x=136.23, y=-82.90, yaw=87.45°) | (x=135.85, y=-80.34, yaw=87.45°) | (x=135.75, y=-81.46, yaw=87.45°) | (x=136.74, y=-80.98, yaw=87.45°)
images/image_00000288.png                | True       |       1.04 |       3.15 | (x=136.68, y=-77.88, yaw=87.93°) | (x=136.09, y=-74.79, yaw=87.93°) | (x=137.18, y=-75.95, yaw=87.93°) | (x=137.12, y=-74.85, yaw=87.93°)
images/image_00000303.png                | True       |       1.43 |       3.87 | (x=137.32, y=-73.00, yaw=88.32°) | (x=136.28, y=-69.28, yaw=88.32°) | (x=137.77, y=-69.97, yaw=88.32°) | (x=137.53, y=-68.58, yaw=89.32°)
images/image_00000318.png                | False      |       0.48 |       4.22 | (x=136.81, y=-68.14, yaw=88.42°) | (x=136.58, y=-63.93, yaw=88.42°) | (x=137.02, y=-63.72, yaw=88.42°) | (x=137.02, y=-63.72, yaw=88.42°)
images/image_00000333.png                | False      |       0.26 |       4.67 | (x=136.60, y=-63.15, yaw=88.30°) | (x=136.74, y=-58.48, yaw=88.30°) | (x=136.81, y=-58.73, yaw=88.30°) | (x=136.81, y=-58.73, yaw=88.30°)
images/image_00000348.png                | False      |       2.81 |       6.63 | (x=134.53, y=-59.05, yaw=88.05°) | (x=136.93, y=-52.87, yaw=88.05°) | (x=134.74, y=-54.63, yaw=88.05°) | (x=134.74, y=-54.63, yaw=88.05°)
images/image_00000363.png                | False      |       4.54 |       8.30 | (x=133.57, y=-54.70, yaw=87.82°) | (x=137.10, y=-47.19, yaw=87.82°) | (x=133.77, y=-50.29, yaw=87.82°) | (x=133.77, y=-50.29, yaw=87.82°)
images/image_00000378.png                | False      |       4.86 |       8.58 | (x=133.58, y=-49.15, yaw=87.52°) | (x=137.40, y=-41.47, yaw=87.52°) | (x=133.79, y=-44.74, yaw=87.52°) | (x=133.79, y=-44.74, yaw=87.52°)
images/image_00000393.png                | False      |       4.83 |       8.67 | (x=134.09, y=-43.43, yaw=88.01°) | (x=137.64, y=-35.52, yaw=88.01°) | (x=134.30, y=-39.01, yaw=88.01°) | (x=134.30, y=-39.01, yaw=88.01°)
images/image_00000409.png                | False      |       5.58 |       9.59 | (x=134.51, y=-37.95, yaw=87.76°) | (x=138.00, y=-29.01, yaw=87.76°) | (x=134.72, y=-33.53, yaw=87.76°) | (x=134.72, y=-33.53, yaw=87.76°)
images/image_00000424.png                | False      |       5.67 |       9.73 | (x=135.01, y=-31.96, yaw=87.70°) | (x=138.37, y=-22.82, yaw=87.70°) | (x=135.22, y=-27.54, yaw=87.70°) | (x=135.22, y=-27.54, yaw=87.70°)
images/image_00000439.png                | False      |       5.56 |       9.70 | (x=135.45, y=-25.91, yaw=87.94°) | (x=138.48, y=-16.70, yaw=87.94°) | (x=135.65, y=-21.49, yaw=87.94°) | (x=135.65, y=-21.49, yaw=87.94°)
images/image_00000454.png                | False      |       5.31 |       9.47 | (x=135.85, y=-19.82, yaw=87.87°) | (x=138.68, y=-10.79, yaw=87.87°) | (x=136.06, y=-15.41, yaw=87.87°) | (x=136.06, y=-15.41, yaw=87.87°)
images/image_00000469.png                | False      |       5.22 |       9.43 | (x=136.33, y=-13.97, yaw=87.11°) | (x=138.89, y=-4.90, yaw=87.11°)  | (x=136.54, y=-9.56, yaw=87.11°)  | (x=136.54, y=-9.56, yaw=87.11°)
images/image_00000484.png                | False      |       5.42 |       9.64 | (x=136.55, y=-8.30, yaw=87.78°)  | (x=139.11, y=0.99, yaw=87.78°)   | (x=136.75, y=-3.89, yaw=87.78°)  | (x=136.75, y=-3.89, yaw=87.78°)
images/image_00000499.png                | False      |       5.62 |       9.84 | (x=136.68, y=-2.68, yaw=88.00°)  | (x=139.32, y=6.80, yaw=88.00°)   | (x=136.89, y=1.73, yaw=88.00°)   | (x=136.89, y=1.73, yaw=88.00°)
images/image_00000514.png                | False      |       5.70 |       9.95 | (x=136.99, y=3.20, yaw=88.41°)   | (x=139.54, y=12.82, yaw=88.41°)  | (x=137.20, y=7.61, yaw=88.41°)   | (x=137.20, y=7.61, yaw=88.41°)
images/image_00000529.png                | False      |       5.83 |      10.00 | (x=136.74, y=8.93, yaw=88.12°)   | (x=139.69, y=18.49, yaw=88.12°)  | (x=136.95, y=13.35, yaw=88.12°)  | (x=136.95, y=13.35, yaw=88.12°)
images/image_00000544.png                | False      |       6.07 |      10.24 | (x=136.80, y=14.35, yaw=87.56°)  | (x=139.90, y=24.12, yaw=87.56°)  | (x=137.01, y=18.77, yaw=87.56°)  | (x=137.01, y=18.77, yaw=87.56°)
images/image_00000559.png                | False      |       6.17 |      10.34 | (x=136.98, y=19.62, yaw=87.94°)  | (x=140.10, y=29.48, yaw=87.94°)  | (x=137.19, y=24.04, yaw=87.94°)  | (x=137.19, y=24.04, yaw=87.94°)
images/image_00000574.png                | False      |       6.29 |      10.55 | (x=137.62, y=24.67, yaw=87.45°)  | (x=140.30, y=34.87, yaw=87.45°)  | (x=137.83, y=29.09, yaw=87.45°)  | (x=137.83, y=29.09, yaw=87.45°)
images/image_00000590.png                | False      |       7.83 |      11.83 | (x=135.85, y=29.69, yaw=88.10°)  | (x=140.45, y=40.59, yaw=88.10°)  | (x=136.06, y=34.11, yaw=88.10°)  | (x=136.06, y=34.11, yaw=88.10°)
images/image_00000605.png                | False      |       8.41 |      12.31 | (x=135.32, y=34.96, yaw=88.47°)  | (x=140.64, y=46.05, yaw=88.47°)  | (x=135.53, y=39.38, yaw=88.47°)  | (x=135.53, y=39.38, yaw=88.47°)
images/image_00000620.png                | True       |      46.94 |      12.27 | (x=136.24, y=40.29, yaw=87.99°)  | (x=140.82, y=51.67, yaw=87.99°)  | (x=136.45, y=44.70, yaw=87.99°)  | (x=144.24, y=4.86, yaw=87.99°)
images/image_00000635.png                | False      |      47.19 |      12.66 | (x=136.09, y=45.47, yaw=87.79°)  | (x=141.01, y=57.13, yaw=87.79°)  | (x=144.09, y=10.03, yaw=87.79°)  | (x=144.09, y=10.03, yaw=87.79°)
images/image_00000650.png                | False      |      47.64 |      13.50 | (x=135.38, y=50.57, yaw=87.42°)  | (x=141.25, y=62.73, yaw=87.42°)  | (x=143.37, y=15.14, yaw=87.42°)  | (x=143.37, y=15.14, yaw=87.42°)
images/image_00000665.png                | False      |      48.42 |      14.94 | (x=134.13, y=55.56, yaw=87.34°)  | (x=141.53, y=68.54, yaw=87.34°)  | (x=142.12, y=20.13, yaw=87.34°)  | (x=142.12, y=20.13, yaw=87.34°)
images/image_00000680.png                | False      |      48.84 |      15.43 | (x=134.17, y=61.18, yaw=87.33°)  | (x=141.82, y=74.59, yaw=87.33°)  | (x=142.17, y=25.75, yaw=87.33°)  | (x=142.17, y=25.75, yaw=87.33°)
images/image_00000695.png                | False      |      49.39 |      15.99 | (x=134.34, y=66.86, yaw=87.12°)  | (x=142.13, y=80.83, yaw=87.12°)  | (x=142.34, y=31.43, yaw=87.12°)  | (x=142.34, y=31.43, yaw=87.12°)
images/image_00000710.png                | False      |      50.11 |      16.55 | (x=134.78, y=72.39, yaw=87.03°)  | (x=142.43, y=87.07, yaw=87.03°)  | (x=142.77, y=36.96, yaw=87.03°)  | (x=142.77, y=36.96, yaw=87.03°)
images/image_00000725.png                | False      |      51.20 |      16.39 | (x=138.00, y=77.81, yaw=86.88°)  | (x=142.79, y=93.48, yaw=86.88°)  | (x=146.00, y=42.38, yaw=86.88°)  | (x=146.00, y=42.38, yaw=86.88°)
images/image_00000740.png                | False      |      52.85 |      17.21 | (x=140.97, y=82.80, yaw=86.49°)  | (x=143.07, y=99.89, yaw=86.49°)  | (x=148.96, y=47.37, yaw=86.49°)  | (x=148.96, y=47.37, yaw=86.49°)
images/image_00000755.png                | False      |      54.02 |      18.03 | (x=143.35, y=88.24, yaw=86.11°)  | (x=143.58, y=106.27, yaw=86.11°) | (x=151.35, y=52.81, yaw=86.11°)  | (x=151.35, y=52.81, yaw=86.11°)
images/image_00000771.png                | False      |      54.48 |      18.41 | (x=144.45, y=94.55, yaw=86.38°)  | (x=144.02, y=112.95, yaw=86.38°) | (x=152.44, y=59.12, yaw=86.38°)  | (x=152.44, y=59.12, yaw=86.38°)
images/image_00000786.png                | True       |      60.35 |      17.48 | (x=145.88, y=101.00, yaw=89.31°) | (x=144.21, y=118.40, yaw=89.31°) | (x=153.87, y=65.57, yaw=89.31°)  | (x=159.05, y=59.91, yaw=89.31°)
images/image_00000801.png                | True       |      59.93 |      16.17 | (x=146.59, y=106.64, yaw=93.49°) | (x=144.06, y=122.62, yaw=93.49°) | (x=159.77, y=65.55, yaw=93.49°)  | (x=159.11, y=64.61, yaw=93.49°)
images/image_00000816.png                | True       |      58.03 |      15.32 | (x=146.64, y=110.74, yaw=93.66°) | (x=143.87, y=125.81, yaw=93.66°) | (x=159.15, y=68.71, yaw=93.66°)  | (x=158.56, y=69.68, yaw=93.66°)
images/image_00000831.png                | True       |      53.18 |      15.02 | (x=147.86, y=113.44, yaw=91.06°) | (x=143.78, y=127.89, yaw=91.06°) | (x=159.79, y=72.37, yaw=91.06°)  | (x=158.33, y=76.74, yaw=94.06°)
images/image_00000846.png                | True       |      53.80 |      14.10 | (x=148.29, y=115.29, yaw=93.67°) | (x=143.72, y=128.62, yaw=93.67°) | (x=158.76, y=78.59, yaw=93.67°)  | (x=159.36, y=77.15, yaw=93.67°)
images/image_00000861.png                | False      |      52.95 |      13.24 | (x=147.73, y=115.38, yaw=155.34°) | (x=143.54, y=127.94, yaw=155.34°) | (x=158.79, y=77.24, yaw=155.34°) | (x=158.79, y=77.24, yaw=155.34°)
images/image_00000876.png                | False      |      52.70 |      13.00 | (x=148.25, y=116.54, yaw=70.88°) | (x=143.88, y=128.78, yaw=70.88°) | (x=159.32, y=78.40, yaw=70.88°)  | (x=159.32, y=78.40, yaw=70.88°)
images/image_00000891.png                | False      |      52.45 |      12.77 | (x=148.77, y=116.84, yaw=38.65°) | (x=144.22, y=128.77, yaw=38.65°) | (x=159.83, y=78.70, yaw=38.65°)  | (x=159.83, y=78.70, yaw=38.65°)
images/image_00000906.png                | False      |      52.08 |      12.40 | (x=148.93, y=117.14, yaw=20.74°) | (x=144.43, y=128.70, yaw=20.74°) | (x=160.00, y=79.00, yaw=20.74°)  | (x=160.00, y=79.00, yaw=20.74°)
images/image_00000921.png                | False      |      51.75 |      12.06 | (x=148.01, y=117.40, yaw=76.88°) | (x=143.76, y=128.69, yaw=76.88°) | (x=159.07, y=79.26, yaw=76.88°)  | (x=159.07, y=79.26, yaw=76.88°)
images/image_00000936.png                | False      |      51.39 |      11.70 | (x=147.63, y=117.72, yaw=86.79°) | (x=143.65, y=128.72, yaw=86.79°) | (x=158.70, y=79.58, yaw=86.79°)  | (x=158.70, y=79.58, yaw=86.79°)
images/image_00000952.png                | False      |      50.93 |      11.23 | (x=148.15, y=118.22, yaw=17.99°) | (x=144.47, y=128.83, yaw=17.99°) | (x=159.21, y=80.08, yaw=17.99°)  | (x=159.21, y=80.08, yaw=17.99°)
images/image_00000967.png                | False      |      50.52 |      10.81 | (x=147.81, y=118.62, yaw=23.03°) | (x=144.49, y=128.91, yaw=23.03°) | (x=158.87, y=80.48, yaw=23.03°)  | (x=158.87, y=80.48, yaw=23.03°)
images/image_00000982.png                | False      |      50.25 |      10.54 | (x=147.36, y=118.79, yaw=27.85°) | (x=144.50, y=128.94, yaw=27.85°) | (x=158.42, y=80.65, yaw=27.85°)  | (x=158.42, y=80.65, yaw=27.85°)
images/image_00000997.png                | False      |      49.98 |      10.27 | (x=146.70, y=118.97, yaw=50.85°) | (x=144.22, y=128.93, yaw=50.85°) | (x=157.77, y=80.83, yaw=50.85°)  | (x=157.77, y=80.83, yaw=50.85°)
images/image_00001012.png                | False      |      49.69 |       9.99 | (x=146.23, y=119.11, yaw=61.68°) | (x=144.11, y=128.88, yaw=61.68°) | (x=157.29, y=80.97, yaw=61.68°)  | (x=157.29, y=80.97, yaw=61.68°)
images/image_00001027.png                | False      |      49.35 |       9.68 | (x=145.99, y=119.35, yaw=54.73°) | (x=144.23, y=128.86, yaw=54.73°) | (x=157.06, y=81.21, yaw=54.73°)  | (x=157.06, y=81.21, yaw=54.73°)
images/image_00001042.png                | False      |      48.99 |       9.34 | (x=145.80, y=119.62, yaw=45.20°) | (x=144.38, y=128.85, yaw=45.20°) | (x=156.86, y=81.47, yaw=45.20°)  | (x=156.86, y=81.47, yaw=45.20°)
images/image_00001057.png                | False      |      48.64 |       9.06 | (x=145.22, y=119.84, yaw=50.42°) | (x=144.37, y=128.86, yaw=50.42°) | (x=156.28, y=81.70, yaw=50.42°)  | (x=156.28, y=81.70, yaw=50.42°)
images/image_00001072.png                | False      |      48.36 |       8.85 | (x=144.44, y=119.89, yaw=87.20°) | (x=144.00, y=128.72, yaw=87.20°) | (x=155.50, y=81.75, yaw=87.20°)  | (x=155.50, y=81.75, yaw=87.20°)
images/image_00001087.png                | False      |      47.96 |       8.53 | (x=144.33, y=118.95, yaw=-140.82°) | (x=144.37, y=127.48, yaw=-140.82°) | (x=155.40, y=80.81, yaw=-140.82°) | (x=155.40, y=80.81, yaw=-140.82°)
images/image_00001102.png                | True       |      44.20 |       8.15 | (x=143.65, y=120.61, yaw=85.23°) | (x=144.09, y=128.75, yaw=85.23°) | (x=154.71, y=82.47, yaw=85.23°)  | (x=155.57, y=86.06, yaw=89.23°)
images/image_00001117.png                | False      |      43.60 |       7.63 | (x=143.28, y=121.04, yaw=97.89°) | (x=144.00, y=128.63, yaw=97.89°) | (x=155.20, y=86.49, yaw=97.89°)  | (x=155.20, y=86.49, yaw=97.89°)
images/image_00001132.png                | False      |      43.18 |       7.36 | (x=142.86, y=121.36, yaw=97.16°) | (x=144.03, y=128.63, yaw=97.16°) | (x=154.78, y=86.81, yaw=97.16°)  | (x=154.78, y=86.81, yaw=97.16°)
images/image_00001148.png                | False      |      42.87 |       7.19 | (x=143.74, y=121.39, yaw=-18.37°) | (x=145.24, y=128.43, yaw=-18.37°) | (x=155.67, y=86.85, yaw=-18.37°) | (x=155.67, y=86.85, yaw=-18.37°)
images/image_00001163.png                | False      |      42.56 |       6.98 | (x=143.60, y=121.31, yaw=-46.74°) | (x=145.30, y=128.08, yaw=-46.74°) | (x=155.53, y=86.77, yaw=-46.74°) | (x=155.53, y=86.77, yaw=-46.74°)
images/image_00001193.png                | False      |      42.09 |       6.45 | (x=143.64, y=122.24, yaw=-10.43°) | (x=145.22, y=128.50, yaw=-10.43°) | (x=155.56, y=87.70, yaw=-10.43°) | (x=155.56, y=87.70, yaw=-10.43°)
images/image_00001238.png                | False      |      42.36 |       6.55 | (x=143.45, y=122.38, yaw=46.41°) | (x=144.65, y=128.82, yaw=46.41°) | (x=155.37, y=87.83, yaw=46.41°)  | (x=155.37, y=87.83, yaw=46.41°)
images/image_00001248.png                | True       |      37.00 |       5.22 | (x=146.94, y=133.66, yaw=101.39°) | (x=143.89, y=137.90, yaw=101.39°) | (x=158.86, y=99.11, yaw=101.39°) | (x=156.87, y=103.24, yaw=101.39°)
images/image_00001263.png                | False      |      38.42 |       6.44 | (x=145.92, y=133.14, yaw=109.85°) | (x=143.48, y=139.10, yaw=109.85°) | (x=155.85, y=102.73, yaw=109.85°) | (x=155.85, y=102.73, yaw=109.85°)
images/image_00001278.png                | False      |      39.22 |       7.25 | (x=145.44, y=133.98, yaw=121.27°) | (x=142.62, y=140.66, yaw=121.27°) | (x=155.37, y=103.57, yaw=121.27°) | (x=155.37, y=103.57, yaw=121.27°)
images/image_00001293.png                | True       |      38.04 |       7.91 | (x=144.98, y=135.30, yaw=131.85°) | (x=141.29, y=142.29, yaw=131.85°) | (x=154.91, y=104.88, yaw=131.85°) | (x=153.74, y=106.35, yaw=133.85°)
images/image_00001308.png                | True       |      40.49 |       9.59 | (x=145.74, y=136.95, yaw=143.36°) | (x=139.26, y=144.03, yaw=143.36°) | (x=154.51, y=108.00, yaw=143.36°) | (x=156.05, y=107.18, yaw=148.36°)
images/image_00001323.png                | True       |      39.13 |      11.01 | (x=146.02, y=139.53, yaw=154.47°) | (x=136.76, y=145.49, yaw=154.47°) | (x=156.33, y=109.76, yaw=154.47°) | (x=156.46, y=111.68, yaw=153.47°)
images/image_00001338.png                | True       |      41.42 |      12.57 | (x=145.01, y=141.25, yaw=164.50°) | (x=133.65, y=146.62, yaw=164.50°) | (x=155.45, y=113.40, yaw=164.50°) | (x=157.23, y=112.56, yaw=165.50°)
images/image_00001353.png                | False      |      42.06 |      13.80 | (x=143.04, y=142.16, yaw=171.76°) | (x=130.23, y=147.28, yaw=171.76°) | (x=155.25, y=113.47, yaw=171.76°) | (x=155.25, y=113.47, yaw=171.76°)
images/image_00001368.png                | False      |      43.50 |      15.59 | (x=141.03, y=142.07, yaw=174.83°) | (x=126.49, y=147.69, yaw=174.83°) | (x=153.24, y=113.38, yaw=174.83°) | (x=153.24, y=113.38, yaw=174.83°)
images/image_00001383.png                | False      |      44.05 |      16.70 | (x=138.48, y=142.72, yaw=176.03°) | (x=122.64, y=148.00, yaw=176.03°) | (x=150.69, y=114.04, yaw=176.03°) | (x=150.69, y=114.04, yaw=176.03°)
images/image_00001398.png                | False      |      44.52 |      17.50 | (x=135.55, y=143.13, yaw=176.39°) | (x=118.82, y=148.27, yaw=176.39°) | (x=147.76, y=114.44, yaw=176.39°) | (x=147.76, y=114.44, yaw=176.39°)
images/image_00001413.png                | False      |      45.15 |      18.47 | (x=132.65, y=143.36, yaw=177.48°) | (x=114.89, y=148.44, yaw=177.48°) | (x=144.86, y=114.67, yaw=177.48°) | (x=144.86, y=114.67, yaw=177.48°)
images/image_00001428.png                | False      |      45.93 |      19.16 | (x=129.52, y=142.95, yaw=177.55°) | (x=111.20, y=148.57, yaw=177.55°) | (x=141.73, y=114.27, yaw=177.55°) | (x=141.73, y=114.27, yaw=177.55°)
images/image_00001444.png                | False      |      46.83 |      20.10 | (x=126.77, y=142.61, yaw=178.43°) | (x=107.62, y=148.70, yaw=178.43°) | (x=138.99, y=113.92, yaw=178.43°) | (x=138.99, y=113.92, yaw=178.43°)
images/image_00001459.png                | False      |      47.59 |      21.45 | (x=126.08, y=143.02, yaw=-178.27°) | (x=105.40, y=148.73, yaw=-178.27°) | (x=138.29, y=114.34, yaw=-178.27°) | (x=138.29, y=114.34, yaw=-178.27°)
images/image_00001474.png                | False      |      47.66 |      21.47 | (x=124.85, y=142.92, yaw=-175.35°) | (x=104.18, y=148.73, yaw=-175.35°) | (x=137.07, y=114.24, yaw=-175.35°) | (x=137.07, y=114.24, yaw=-175.35°)
images/image_00001489.png                | False      |      47.62 |      21.49 | (x=124.91, y=142.81, yaw=-139.85°) | (x=104.20, y=148.52, yaw=-139.85°) | (x=137.12, y=114.12, yaw=-139.85°) | (x=137.12, y=114.12, yaw=-139.85°)
images/image_00001504.png                | False      |      47.96 |      21.37 | (x=124.39, y=141.94, yaw=-140.98°) | (x=104.04, y=148.47, yaw=-140.98°) | (x=136.60, y=113.25, yaw=-140.98°) | (x=136.60, y=113.25, yaw=-140.98°)
images/image_00001519.png                | False      |      47.95 |      20.87 | (x=123.62, y=141.21, yaw=-139.48°) | (x=104.03, y=148.42, yaw=-139.48°) | (x=135.83, y=112.53, yaw=-139.48°) | (x=135.83, y=112.53, yaw=-139.48°)
images/image_00001534.png                | False      |      47.60 |      19.84 | (x=122.21, y=140.49, yaw=-141.48°) | (x=104.02, y=148.43, yaw=-141.48°) | (x=134.42, y=111.81, yaw=-141.48°) | (x=134.42, y=111.81, yaw=-141.48°)
images/image_00001549.png                | False      |      47.60 |      18.86 | (x=120.20, y=139.86, yaw=176.71°) | (x=103.85, y=149.26, yaw=176.71°) | (x=132.41, y=111.17, yaw=176.71°) | (x=132.41, y=111.17, yaw=176.71°)
images/image_00001564.png                | False      |      48.12 |      19.34 | (x=119.95, y=139.55, yaw=176.20°) | (x=103.28, y=149.34, yaw=176.20°) | (x=132.16, y=110.86, yaw=176.20°) | (x=132.16, y=110.86, yaw=176.20°)
